    10.1026408	    39.7909698	     0.5268522	     0.2044413
    45.3905541	    39.7601367	     0.3161226	     0.1928504
    80.5176841	    39.7846005	     0.3919760	     0.1250876
   115.8975686	    39.9492791	     0.3424251	    -0.0837749
   151.4029914	    39.8514870	     0.2962603	    -0.0310615
   186.9932233	    39.6739278	     0.2958095	     0.1005142
   222.7243066	    39.6431898	     0.2866541	     0.0843535
    10.7589232	    89.3919091	     0.3327749	     0.0904127
    45.8281216	    89.4897436	     0.3394521	     0.0389991
    81.0122528	    89.4971012	     0.3569952	     0.0779142
   116.4766828	    89.5090286	     0.2215887	     0.1121101
   151.7359650	    89.6344753	     0.4202533	     0.0326357
   187.3933581	    89.8336440	     0.3513289	    -0.1207130
   223.0056830	    89.6777380	     0.4596180	     0.0808592
    11.0164569	   138.8729767	     0.5355123	     0.0904364
    46.1210275	   139.0813533	     0.5060703	     0.0173175
    81.4826652	   139.3247992	     0.3453652	    -0.0902920
   116.7121068	   139.1775341	     0.4442103	     0.1933952
   152.4499560	   139.4829764	     0.1635763	     0.0249679
   187.7357061	   139.6313178	     0.4655684	     0.0142414
   223.4271522	   139.8544912	     0.4940151	    -0.0707096
    11.5058190	   188.4969124	     0.5045103	    -0.0558329
    46.7646659	   188.6189151	     0.3206060	     0.0462637
    81.9052622	   188.8174251	     0.3807674	     0.0731587
   117.3199350	   189.0082618	     0.2942178	     0.1090479
   152.6158298	   189.3869351	     0.4553861	    -0.0415629
   188.4544027	   189.5053359	     0.2044149	     0.0694512
   223.8016598	   189.9029424	     0.5769219	    -0.0973717
    12.2315237	   238.0344685	     0.2352769	    -0.1167540
    47.0127791	   238.4696581	     0.5293392	    -0.2389850
    82.4128263	   238.6116341	     0.3304419	    -0.0659695
   117.6874464	   238.6774236	     0.3843547	     0.1852888
   153.2346416	   239.2505652	     0.2946500	    -0.0687244
   188.6055713	   239.3853240	     0.5117675	     0.1177503
   224.4612360	   239.6529143	     0.3763306	     0.1735236
    23.8963181	    40.4259582	    -0.2786222	     0.0243274
    59.0486964	    40.2746043	    -0.2255603	     0.1336824
    94.4971801	    40.4565090	    -0.3416403	    -0.0910970
   129.8175150	    40.2410552	    -0.2010377	     0.0805964
   165.4976273	    40.2263754	    -0.2900843	     0.0506202
   201.2860548	    40.2038335	    -0.3556984	     0.0276004
   237.0061268	    40.2973370	    -0.2195648	    -0.1123809
    24.2355236	    90.0101930	    -0.1550520	     0.0749357
    59.5166303	    90.2399265	    -0.2320270	    -0.1072677
    94.9158204	    90.1905277	    -0.3001228	    -0.0104795
   130.4559602	    90.3278022	    -0.3806356	    -0.1005066
   165.9939823	    90.2565966	    -0.3289035	     0.0178032
   201.6390739	    90.2886007	    -0.2524945	     0.0327587
   237.4938951	    90.2515595	    -0.2524242	     0.1166134
    24.9040896	   139.7208506	    -0.3625768	    -0.0066997
    60.0151581	   139.8554342	    -0.2702548	    -0.0042322
    95.4635285	   140.1196244	    -0.3882669	    -0.1307770
   130.8068231	   140.1421114	    -0.2726651	    -0.0150170
   166.4965022	   140.4449626	    -0.3733155	    -0.1790122
   202.4309328	   140.4832889	    -0.5869657	    -0.0778662
   237.8940058	   140.5320036	    -0.1958620	     0.0135153
    25.3164279	   189.4878341	    -0.3155854	    -0.1480659
    60.5128526	   189.7014410	    -0.3087936	    -0.1350958
    95.8687558	   189.7002169	    -0.3345011	     0.0940349
   131.2173854	   190.1006430	    -0.2243855	    -0.0771394
   166.9610892	   190.2543537	    -0.3792000	    -0.0002372
   202.5313246	   190.4959724	    -0.2287826	    -0.0098656
   238.4596013	   190.6518172	    -0.3029982	     0.0676739
    25.6176395	   239.1379875	    -0.1591562	    -0.1735921
    60.9961266	   239.4757201	    -0.3340337	    -0.1952035
    96.2603009	   239.7680313	    -0.2676017	    -0.1693286
   131.8929999	   239.9959325	    -0.4411270	    -0.0769547
   167.3463174	   240.2150259	    -0.3051086	     0.0263405
   203.0157278	   240.5117817	    -0.2534013	     0.0541121
   238.8084834	   240.8518521	    -0.1916123	     0.0407332
    36.6965764	    40.9814073	    -0.0128724	    -0.0736171
    72.2818593	    40.9732163	    -0.2634279	    -0.1069917
   107.5998704	    40.8770858	    -0.1185687	    -0.0533032
   143.3693497	    40.8702655	    -0.2954443	    -0.0898114
   178.9919424	    40.9502527	    -0.1940851	    -0.2140234
   214.7064311	    40.8002338	    -0.0516332	    -0.1091358
   250.7692452	    40.8258901	    -0.1228519	    -0.1808406
    37.3899216	    90.6390553	    -0.2428666	     0.0524541
    72.5468926	    90.6635522	    -0.0664191	     0.0766125
   108.2010503	    90.9149293	    -0.2590161	    -0.1262422
   143.6806649	    90.9728099	    -0.1473378	    -0.1357347
   179.4119522	    90.8945429	    -0.1559849	    -0.0092150
   215.3083387	    90.9946673	    -0.1967439	    -0.0612234
   251.2581807	    91.0006315	    -0.1563048	    -0.0192096
    37.5448689	   140.4958584	     0.0640058	    -0.0264521
    73.2108135	   140.6987413	    -0.2692555	    -0.0904666
   108.5772410	   140.6556379	    -0.1748523	     0.0921155
   144.1895060	   140.8629544	    -0.1965488	     0.0248955
   179.7144980	   141.0014889	     0.0003802	     0.0270829
   215.6054388	   141.1224892	    -0.0356467	     0.0474375
   251.5124544	   141.0483831	     0.0469105	     0.2635393
    38.2273976	   190.2840186	    -0.1582115	    -0.0400998
    73.5132067	   190.5013992	    -0.1114991	    -0.0283937
   109.0755776	   190.5888627	    -0.2131894	     0.1145832
   144.5440428	   190.8743497	    -0.0912247	     0.0609065
   180.3873624	   191.2210179	    -0.2127498	    -0.0525651
   216.2675630	   191.3528283	    -0.2381510	     0.0502238
   252.1227141	   191.6886094	    -0.1038315	    -0.0495383
    38.6260926	   240.1239879	    -0.0980806	    -0.1065043
    74.0696150	   240.4291006	    -0.2086699	    -0.0922935
   109.6700673	   240.7046093	    -0.3480121	    -0.0463813
   145.1997427	   240.9973500	    -0.2868099	    -0.0155789
   180.7833676	   241.3705654	    -0.1481743	    -0.0631039
   216.5164014	   241.5148090	    -0.0259239	     0.1205157
   252.4230664	   241.8806711	     0.0573855	     0.0847157
    14.4803072	    41.4784469	     0.0106496	    -0.0702413
    49.7407260	    41.3565080	     0.0875373	     0.0114413
    85.3590798	    41.2815355	    -0.0657581	     0.0452900
   120.7351384	    41.2083769	     0.1525800	     0.0764477
   156.5855615	    41.1408563	     0.0275024	     0.1010804
   192.4774724	    41.0389365	    -0.0064780	     0.1592152
   228.2357709	    41.1631235	     0.2274005	    -0.0096643
    14.9032035	    91.2069491	     0.0529926	     0.0446274
    50.3497302	    91.2859555	    -0.0575359	     0.0155422
    85.5565993	    91.4633610	     0.1993444	    -0.1120662
   121.4645033	    91.4712426	    -0.1154729	    -0.0702759
   157.0052720	    91.4895164	     0.0677931	    -0.0390041
   192.7713576	    91.4961666	     0.1583259	     0.0037639
   228.7268069	    91.5069703	     0.1937405	     0.0422497
    15.4739949	   141.2412104	    -0.0544575	    -0.1520784
    50.6013721	   141.3528205	     0.1534289	    -0.1235977
    86.2088085	   141.3964467	     0.0090128	    -0.0265138
   121.6988870	   141.6133782	     0.1112973	    -0.1021086
   157.4951420	   141.5298515	     0.0383588	     0.1233891
   193.3951057	   141.8627775	    -0.0056990	    -0.0669237
   229.3878022	   141.8847152	    -0.0082387	     0.0544017
    15.8179974	   190.9978050	     0.0630065	    -0.0744866
    51.0982182	   191.3888723	     0.1178882	    -0.2352878
    86.7902859	   191.4839068	    -0.1113085	    -0.0986937
   122.1713739	   191.6516749	     0.0998290	    -0.0334547
   157.9865467	   191.8691498	     0.0078473	    -0.0165275
   193.7791495	   192.0166361	     0.0710370	     0.0718001
   229.6029716	   192.1431853	     0.2372707	     0.1824934
    16.2191207	   240.3064421	     0.1214978	     0.4501393
    51.6200930	   241.2388304	     0.0560406	    -0.1617888
    87.0214325	   241.4897542	     0.1180025	    -0.0901466
   122.8271928	   241.7679866	    -0.0950836	    -0.0436822
   158.4056508	   242.0056687	     0.0501166	     0.0454884
   194.2218651	   242.3793286	     0.0901808	     0.0008627
   230.0955106	   242.7878283	     0.2070961	    -0.0763952
    27.4960584	    41.8178875	     0.0885678	     0.0527056
    62.8206923	    41.9712156	     0.2314376	    -0.1404280
    98.5074347	    41.7957154	     0.1411418	    -0.0056011
   134.3771785	    41.8627211	    -0.0016060	    -0.1141579
   170.2682473	    41.7988802	    -0.0334977	    -0.0927557
   205.9998693	    41.6915621	     0.2278957	    -0.0287742
   242.0854849	    41.6434313	     0.2708171	    -0.0248880
    27.9086910	    91.8351903	     0.1417597	     0.0288662
    63.4070537	    91.9105189	     0.1095922	     0.0046092
    99.0012176	    91.9979303	     0.1105657	    -0.0318468
   134.6715059	    92.0053069	     0.1659633	     0.0116150
   170.5052188	    92.1997993	     0.1901165	    -0.1321573
   206.4919060	    92.0213930	     0.1951325	     0.0968500
   242.4979201	    92.2822845	     0.3163422	    -0.1135609
    28.3934788	   141.7941796	     0.1211027	     0.0575239
    63.9639982	   142.0066937	     0.0160501	    -0.0130492
    99.4068768	   142.2379173	     0.1675860	    -0.1016963
   135.2095783	   142.3683003	     0.0898532	    -0.0888595
   171.0007974	   142.2766364	     0.1557886	     0.1466754
   206.9841787	   142.5077942	     0.1634046	     0.0600478
   242.9949647	   142.5232776	     0.2791422	     0.1897619
    28.8957178	   191.9108553	     0.0813242	    -0.0748524
    64.2362485	   192.0183981	     0.2061118	     0.0504209
    99.9274326	   192.2929579	     0.1092056	     0.0100645
   135.7903610	   192.5011384	    -0.0288785	     0.0374911
   171.4070014	   192.7352976	     0.2115233	     0.0403597
   207.3410377	   192.9945139	     0.2683845	     0.0196088
   243.4084134	   193.1193787	     0.3274451	     0.1346644
    29.2082933	   241.8822887	     0.2295620	    -0.0628663
    64.8804255	   242.0292745	     0.0231795	     0.1138583
   100.4815882	   242.4941715	     0.0167444	    -0.0251890
   136.0998527	   242.8129313	     0.1237924	    -0.0159346
   171.9858667	   243.0096767	     0.0953078	     0.1175244
   207.9411655	   243.3861636	     0.1314127	     0.0734582
   243.7951920	   243.6306261	     0.4043483	     0.1636595
